Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
Erickson-Moore,Partner,Education,22294866,Warm,+1-783-349-8653x357,https://carter.com/,285 Garrett Squares Suite 005,Samuelchester,NH,Seychelles,37309,Reese,Johnson,2021-02-20T11:14:31,salesforce_accounts,2025-10-12T04:56:38.677936,adb53e0a-dcb9-49ed-8acb-5283e0894a22,adb53e0a-dcb9-49ed-8acb-5283e0894a22
"Kane, Ford and Gordon",Vendor,Energy,41964131,Hot,062.931.2860x0366,https://www.scott-morris.com/,58336 Harris View,North Daniel,MT,Dominica,81679,Devin,Anderson,2023-06-29T23:09:29,salesforce_accounts,2025-10-12T04:56:38.677936,f1459e50-2635-4621-91f2-6e567ffeeecc,f1459e50-2635-4621-91f2-6e567ffeeecc
"Howard, Mcdowell and Payne",Partner,Finance,45310380,Warm,039.670.2602x76408,http://www.yang-schmidt.info/,41953 Ricky Rapids Suite 151,Smithville,PA,Montserrat,15798,Elliot,Martin,2023-12-23T05:07:17,salesforce_accounts,2025-10-12T04:56:38.677936,07945260-2abe-4cf1-8ff6-4e743e2282cc,07945260-2abe-4cf1-8ff6-4e743e2282cc
"Cardenas, Johnson and White",Customer,Energy,34312949,Cold,+1-468-662-1438x3169,http://www.moore-owens.net/,49679 Turner Pike Apt. 016,Newtonshire,NY,New Zealand,30348,Sam,Williams,2023-01-12T14:38:31,salesforce_accounts,2025-10-12T04:56:38.677936,03323ff6-f466-480c-978f-1706db6ff5ec,03323ff6-f466-480c-978f-1706db6ff5ec
Gardner-Stewart,Prospect,Energy,30815282,Cold,001-875-260-5409x471,https://potter-brandt.com/,3083 Timothy Valleys,Lake Andrewview,LA,Comoros,61367,Skyler,Wilson,2022-11-11T06:31:17,salesforce_accounts,2025-10-12T04:56:38.677936,2db652c1-a203-48d2-912e-83b86c22b305,2db652c1-a203-48d2-912e-83b86c22b305
"Casey, Hansen and Young",Customer,Education,33445953,Warm,062-681-7236,https://www.williamson-thompson.net/,0168 Alicia Road,Rubenmouth,WI,Lebanon,13819,Elliot,Hernandez,2024-10-18T05:28:02,salesforce_accounts,2025-10-12T04:56:38.677936,4bd678c3-ec3d-421a-9158-85eebb811f33,4bd678c3-ec3d-421a-9158-85eebb811f33
"Obrien, Irwin and Ramos",Prospect,Technology,43800173,Cold,068-788-5321x0655,https://www.turner.com/,2166 Mcclain Lane Suite 304,Michaeltown,GA,Svalbard & Jan Mayen Islands,48020,Reese,Hernandez,2023-11-12T09:44:17,salesforce_accounts,2025-10-12T04:56:38.677936,ad84cdaf-c83c-410c-bc78-5674a1761bbb,ad84cdaf-c83c-410c-bc78-5674a1761bbb
"Barnes, Ferrell and Fisher",Partner,Healthcare,6928540,Warm,293.739.4921x6445,https://becker.net/,64829 Gonzalez Extension,New Shanefurt,AR,France,51998,Rowan,Johnson,2022-10-06T23:54:53,salesforce_accounts,2025-10-12T04:56:38.677936,d5dedfc4-967b-4c1d-acb7-a8a3bb22504b,d5dedfc4-967b-4c1d-acb7-a8a3bb22504b
Price and Sons,Vendor,Finance,34759907,Cold,(369)387-3217x56557,https://www.walton.com/,574 Ryan Ridges Suite 877,South Feliciaborough,SD,Andorra,41474,Devin,Johnson,2022-02-01T17:25:05,salesforce_accounts,2025-10-12T04:56:38.677936,76687a1f-de06-4a42-84c3-9940f1473d94,76687a1f-de06-4a42-84c3-9940f1473d94
Allen Ltd,Customer,Education,29605135,Hot,+1-978-792-0178,http://www.sloan.net/,33215 Robinson Knolls,Lawrencebury,NV,Montenegro,18642,Skyler,Anderson,2023-08-23T20:50:07,salesforce_accounts,2025-10-12T04:56:38.677936,d766b23c-e212-4350-a4db-dc141c3ea8da,d766b23c-e212-4350-a4db-dc141c3ea8da
"Hinton, Cruz and Luna",Prospect,Technology,32539284,Hot,(912)791-6700x2822,https://webb.info/,97064 Danielle Spurs,Toddview,TX,Belarus,36112,Riley,Wilson,2020-12-14T04:49:41,salesforce_accounts,2025-10-12T04:56:38.677936,76e52b8b-234a-4b91-a488-df6205fb9ed9,76e52b8b-234a-4b91-a488-df6205fb9ed9
Davis-Martinez,Customer,Healthcare,16060243,Warm,(474)309-7056,http://gross-lawrence.biz/,158 Sandra Springs,Davidmouth,TX,Jersey,59687,Harper,Williams,2020-08-16T07:44:26,salesforce_accounts,2025-10-12T04:56:38.677936,f042a714-ead2-4ae3-ab16-d4292b4c9722,f042a714-ead2-4ae3-ab16-d4292b4c9722
"Paul, Herrera and Jones",Prospect,Healthcare,45231930,Warm,(947)402-4471,https://www.barrett.com/,6679 Andrew Terrace Apt. 939,East Kathryn,AR,Saint Kitts and Nevis,62246,Skyler,Williams,2022-05-22T00:14:47,salesforce_accounts,2025-10-12T04:56:38.677936,71e6b804-3d19-429f-afc7-2c353ce243ba,71e6b804-3d19-429f-afc7-2c353ce243ba
Gilbert-Scott,Customer,Education,33703868,Warm,7971106039,http://www.carrillo.com/,04905 Terri Pines,South Edward,MD,Saint Barthelemy,42655,Quinn,White,2024-03-06T23:39:16,salesforce_accounts,2025-10-12T04:56:38.677936,fdadb70c-cd97-412c-b1b5-1f5d6f8479b8,fdadb70c-cd97-412c-b1b5-1f5d6f8479b8
"Parker, Sullivan and Cox",Prospect,Retail,26917902,Cold,+1-916-271-9361x069,http://castro-rodriguez.org/,11276 Thompson Tunnel,New Angela,OH,China,75170,Jamie,White,2024-10-20T03:13:33,salesforce_accounts,2025-10-12T04:56:38.677936,45c7b5b7-c588-4fa4-bf02-e6937fe15375,45c7b5b7-c588-4fa4-bf02-e6937fe15375
"Vargas, Stone and Jones",Prospect,Finance,4838843,Warm,(266)604-6317x83616,http://www.wilson-anderson.com/,3768 Melinda Curve,Brianfurt,DE,Aruba,75764,Quinn,Martin,2020-03-08T19:04:40,salesforce_accounts,2025-10-12T04:56:38.677936,6c290723-51ef-480c-88ef-c55a6c0f31d8,6c290723-51ef-480c-88ef-c55a6c0f31d8
"Gallagher, Brown and Moody",Partner,Healthcare,34478658,Hot,618.124.2235,https://hansen-dunn.info/,397 Garcia Cove Apt. 326,East Mark,KS,France,55911,Reese,Taylor,2025-10-03T05:18:47,salesforce_accounts,2025-10-12T04:56:38.677936,5d0f761b-bad4-4b0a-a41c-e23d532c1964,5d0f761b-bad4-4b0a-a41c-e23d532c1964
"Franklin, Ayers and Davis",Prospect,Education,12556199,Cold,001-610-338-5815x448,http://www.estes.com/,79020 Paula Unions,Gomezshire,NC,Romania,74642,Harper,Hernandez,2023-02-11T02:32:14,salesforce_accounts,2025-10-12T04:56:38.677936,1f63f3c4-18e7-4cbf-ae6a-928cbb5f452e,1f63f3c4-18e7-4cbf-ae6a-928cbb5f452e
Williams Inc,Partner,Education,49897865,Warm,933-912-0505,https://www.miller-garcia.info/,2491 Nicholas Fort Suite 177,Lindatown,GA,Turkey,88870,Jamie,Thompson,2021-09-26T01:59:07,salesforce_accounts,2025-10-12T04:56:38.677936,ab102595-f5cd-471e-949d-4a341e6c4561,ab102595-f5cd-471e-949d-4a341e6c4561
"Conner, Williams and Lindsey",Prospect,Technology,4617923,Cold,001-358-094-3838x2583,http://griffith.com/,7264 Kramer Stravenue Apt. 665,Thompsonmouth,VT,Montenegro,37589,Quinn,Jackson,2020-12-17T11:07:26,salesforce_accounts,2025-10-12T04:56:38.677936,beb2a0a8-eb87-47c5-92c4-ab25a31fbf0b,beb2a0a8-eb87-47c5-92c4-ab25a31fbf0b
"Howard, Kelley and Bryant",Vendor,Retail,40358177,Cold,162.116.9336x44794,http://www.ramos.com/,17620 Miller Glens Suite 750,Reginaburgh,ND,Pitcairn Islands,82144,Skyler,Johnson,2025-09-09T20:10:52,salesforce_accounts,2025-10-12T04:56:38.677936,6d32cfc5-c706-45bd-a749-a826382f9a24,6d32cfc5-c706-45bd-a749-a826382f9a24
Scott PLC,Vendor,Finance,30560464,Warm,+1-398-144-9585x7556,https://www.ford.net/,870 Jeffrey Estate Apt. 715,Weissport,SD,Algeria,44524,Taylor,Hernandez,2024-03-21T02:05:24,salesforce_accounts,2025-10-12T04:56:38.677936,02544a09-aa06-405c-9040-d4c1becf8467,02544a09-aa06-405c-9040-d4c1becf8467
"Ross, Guerrero and Ayala",Vendor,Energy,34753388,Cold,998-541-7609x87608,http://harris.com/,14808 Christopher Mall,Courtneybury,OR,Spain,98069,Cameron,Thompson,2025-10-02T21:54:45,salesforce_accounts,2025-10-12T04:56:38.677936,90798928-9590-41e0-b6c3-aec18404d2e7,90798928-9590-41e0-b6c3-aec18404d2e7
"Sloan, Brown and Harris",Prospect,Technology,31849379,Hot,001-744-579-2583x1939,http://www.schneider-moran.com/,8000 Katherine Freeway,Lake Joshua,SC,Cyprus,80901,Jamie,Davis,2021-07-05T09:20:32,salesforce_accounts,2025-10-12T04:56:38.677936,e77e9be9-3ff7-44f8-8a67-96fdb1c050f1,e77e9be9-3ff7-44f8-8a67-96fdb1c050f1
Garcia-Jones,Partner,Healthcare,46344569,Hot,932.033.5930x00410,http://www.cortez.net/,627 John Pines Suite 722,Justinfort,FL,Albania,93119,Quinn,Martinez,2022-07-24T12:32:25,salesforce_accounts,2025-10-12T04:56:38.677936,484f367b-ed10-4ae6-9de7-f010b7d13261,484f367b-ed10-4ae6-9de7-f010b7d13261
Torres PLC,Partner,Healthcare,29946493,Cold,001-350-988-0917,https://nguyen-lewis.com/,644 Stewart Roads,Cortezland,OH,Tokelau,4793,Sam,White,2024-07-03T13:17:24,salesforce_accounts,2025-10-12T04:56:38.677936,b5d8b6c7-0aa8-44d7-913d-51df48f83564,b5d8b6c7-0aa8-44d7-913d-51df48f83564
Thompson-Gutierrez,Prospect,Technology,40333034,Warm,6866031802,http://richards-donaldson.info/,8943 Elliott Summit,West John,GA,Guam,43205,Sam,Moore,2022-11-12T18:29:42,salesforce_accounts,2025-10-12T04:56:38.677936,329943ec-7d11-4bc2-9346-c9b1ce677989,329943ec-7d11-4bc2-9346-c9b1ce677989
Hernandez LLC,Vendor,Education,40197758,Cold,4832970055,https://robinson-ray.biz/,72553 Ryan Springs,Port Manuelmouth,MN,French Guiana,94920,Devin,Martin,2021-11-21T10:19:45,salesforce_accounts,2025-10-12T04:56:38.677936,26861890-8e5c-43ac-bf0b-9a1475c8bece,26861890-8e5c-43ac-bf0b-9a1475c8bece
"Kidd, Martin and Adams",Vendor,Healthcare,675211,Hot,001-494-643-5551,http://www.green-wheeler.net/,6143 Wallace Cape,East Kenneth,CT,Cayman Islands,36063,Taylor,Jones,2021-10-09T07:14:49,salesforce_accounts,2025-10-12T04:56:38.677936,cc9cbf1a-0210-4837-9d42-1ed9fb80e589,cc9cbf1a-0210-4837-9d42-1ed9fb80e589
Vasquez-Reynolds,Partner,Retail,41574249,Cold,001-259-790-5424x05508,https://www.burton-wright.com/,73515 Michael Throughway,East Kaitlynside,WA,Denmark,61597,Casey,Johnson,2024-07-04T11:24:46,salesforce_accounts,2025-10-12T04:56:38.677936,666fca26-3a07-437d-a393-2a99091f6883,666fca26-3a07-437d-a393-2a99091f6883
"Simpson, Knapp and Thomas",Vendor,Finance,12981574,Cold,(323)855-0953x49592,https://www.martin.com/,90947 Norma Orchard Suite 822,Port Michael,AZ,Kiribati,2862,Casey,Hernandez,2023-07-04T17:33:41,salesforce_accounts,2025-10-12T04:56:38.677936,4b32a0e1-6521-4be9-82c7-70d0caf3ae08,4b32a0e1-6521-4be9-82c7-70d0caf3ae08
Santiago-Mitchell,Customer,Retail,41467052,Hot,(943)822-8903,https://garcia-compton.com/,58507 Jensen Loop Apt. 614,Taylorfort,HI,New Zealand,37350,Jamie,Brown,2025-05-24T04:21:11,salesforce_accounts,2025-10-12T04:56:38.677936,4b2f313e-68b3-49ee-bedc-3579d61be61f,4b2f313e-68b3-49ee-bedc-3579d61be61f
Thompson Inc,Partner,Healthcare,25931622,Cold,(997)561-4950,https://huff.com/,08922 Pacheco Village Apt. 050,Fullerside,WY,Israel,25419,Parker,Martinez,2021-08-30T16:45:34,salesforce_accounts,2025-10-12T04:56:38.677936,3ed24990-8b04-44bf-b16f-826696ba6fd9,3ed24990-8b04-44bf-b16f-826696ba6fd9
Barron Inc,Vendor,Energy,21168329,Cold,9069662417,https://valdez-rogers.com/,38706 Powers Roads Suite 810,Erinville,GA,Gibraltar,84244,Casey,Williams,2025-02-15T02:19:10,salesforce_accounts,2025-10-12T04:56:38.677936,a07e8cc3-3e7c-43fc-96ef-09e41eaa35e7,a07e8cc3-3e7c-43fc-96ef-09e41eaa35e7
Booker LLC,Partner,Finance,28686921,Warm,574-974-5930x285,https://www.holmes-ruiz.com/,3268 Solis Radial Apt. 630,Lake Justinborough,MD,Mongolia,18409,Avery,Martin,2022-11-05T06:07:47,salesforce_accounts,2025-10-12T04:56:38.677936,a65e5151-6dd2-4ce3-b0a2-8377cea84063,a65e5151-6dd2-4ce3-b0a2-8377cea84063
Ferguson LLC,Customer,Finance,49902807,Warm,477-624-4784x49879,https://flores.com/,7495 Evan Circle,East Laurachester,AR,British Virgin Islands,78513,Taylor,Miller,2024-08-28T02:47:10,salesforce_accounts,2025-10-12T04:56:38.677936,546ab60f-be24-495c-b445-7b3135473427,546ab60f-be24-495c-b445-7b3135473427
"Oconnor, Carr and Grant",Partner,Technology,42598723,Hot,(614)290-0972x144,http://www.burke-aguilar.com/,1329 Autumn Row Suite 044,Kevinshire,CT,Lebanon,56548,Rowan,Johnson,2020-05-11T22:29:08,salesforce_accounts,2025-10-12T04:56:38.677936,dd101967-fb5d-4f09-8784-0635e83e9125,dd101967-fb5d-4f09-8784-0635e83e9125
Hines-Smith,Partner,Technology,11892083,Hot,+1-519-476-0039,https://ross.biz/,2212 Gina Points,Port Jacob,KY,Kiribati,77092,Rowan,Garcia,2022-03-01T05:55:17,salesforce_accounts,2025-10-12T04:56:38.677936,1dd29b9a-36fe-41b6-bb09-c078baddb336,1dd29b9a-36fe-41b6-bb09-c078baddb336
"Lee, Griffin and Smith",Partner,Energy,38785173,Hot,367.715.7540,https://johnson-jones.com/,25930 Mack Squares,Brianburgh,UT,San Marino,79592,Sam,Hernandez,2020-10-24T12:23:22,salesforce_accounts,2025-10-12T04:56:38.677936,c3794623-b9d1-43d0-a0a3-ef06612ffe0d,c3794623-b9d1-43d0-a0a3-ef06612ffe0d
"Morgan, Bush and Adams",Partner,Education,39659558,Warm,629-010-2071x0187,http://rose-cook.com/,00459 Carol Lodge,East Rebeccaside,ND,Djibouti,56558,Devin,Hernandez,2024-08-09T13:54:10,salesforce_accounts,2025-10-12T04:56:38.677936,08c80a7c-4972-42e6-893b-d01d8587d756,08c80a7c-4972-42e6-893b-d01d8587d756
Simmons Ltd,Customer,Finance,14452821,Hot,(330)931-4852,https://www.flowers-miller.com/,71665 Joseph Fords Apt. 606,Gonzalezland,LA,Liberia,17641,Skyler,Martin,2024-10-28T10:58:46,salesforce_accounts,2025-10-12T04:56:38.677936,1216cf84-4448-474c-80e0-54ae0d154272,1216cf84-4448-474c-80e0-54ae0d154272
"Harris, Smith and Williams",Prospect,Energy,14894752,Hot,(999)281-0367,http://www.schneider.com/,1938 William Meadows Apt. 569,North Nathan,AK,Netherlands,14176,Rowan,Martin,2020-12-08T04:41:28,salesforce_accounts,2025-10-12T04:56:38.677936,02ecbefc-6276-455c-a7cc-9b33ccb8d1b9,02ecbefc-6276-455c-a7cc-9b33ccb8d1b9
Burns Ltd,Partner,Technology,47204300,Hot,202-422-6015x571,https://nelson.com/,701 Eric Groves,Villanuevafort,GA,Germany,92023,Jordan,White,2021-06-27T02:21:03,salesforce_accounts,2025-10-12T04:56:38.677936,7269db2d-1922-45b5-b376-708ee6ae98fb,7269db2d-1922-45b5-b376-708ee6ae98fb
"Owen, Romero and Nash",Partner,Technology,35509897,Warm,+1-050-054-0622x751,http://www.gonzalez.org/,3742 Ryan Rue Apt. 957,Carneyfurt,MD,Korea,3163,Avery,Miller,2025-06-13T12:23:11,salesforce_accounts,2025-10-12T04:56:38.677936,fc9f546e-84c3-4dce-94d2-0bb97363f5f9,fc9f546e-84c3-4dce-94d2-0bb97363f5f9
Hogan Inc,Vendor,Finance,13081422,Cold,(459)588-6697x738,https://bautista.com/,2115 Joseph Oval Suite 961,Christophershire,DE,Palau,24259,Rowan,Anderson,2023-10-16T11:42:19,salesforce_accounts,2025-10-12T04:56:38.677936,02f4fb5c-feca-4dea-b30d-aa305576f297,02f4fb5c-feca-4dea-b30d-aa305576f297
Johnson-Hawkins,Partner,Retail,11598252,Hot,2550568782,http://gordon.net/,61149 Jenna Park,Joshuaborough,NE,Christmas Island,44506,Parker,Anderson,2024-08-24T16:26:40,salesforce_accounts,2025-10-12T04:56:38.677936,ccc0b978-3aba-4044-a86b-60d17371ca7d,ccc0b978-3aba-4044-a86b-60d17371ca7d
Waters-Gordon,Vendor,Healthcare,34266262,Cold,741-807-5166,https://wilson.info/,711 Hogan Tunnel Suite 995,Brownshire,GA,Aruba,2000,Logan,Wilson,2024-04-18T19:01:28,salesforce_accounts,2025-10-12T04:56:38.677936,b9592254-15c3-44eb-9a69-753d4381232a,b9592254-15c3-44eb-9a69-753d4381232a
"Davila, Schneider and Arnold",Prospect,Technology,29228437,Hot,(761)014-6427,http://nelson.com/,1462 Nicole Vista,Port Markstad,MD,Taiwan,54303,Alex,Taylor,2022-07-09T00:59:25,salesforce_accounts,2025-10-12T04:56:38.677936,7e7fc04b-3181-4cec-ba90-db4e7f1d16e4,7e7fc04b-3181-4cec-ba90-db4e7f1d16e4
Coleman-Steele,Customer,Education,40041461,Cold,(060)412-9893,http://moore.com/,044 Hopkins Common Suite 757,South Kristenside,OR,Tajikistan,62092,Logan,Thomas,2024-03-24T04:47:03,salesforce_accounts,2025-10-12T04:56:38.677936,8b02377f-44d4-4d50-ad20-67f85d3e4470,8b02377f-44d4-4d50-ad20-67f85d3e4470
"Dillon, Wilcox and Powell",Customer,Education,40571048,Warm,8363129554,https://jenkins.org/,381 Donna Plain Apt. 630,West Melissa,LA,Isle of Man,73750,Parker,Martinez,2021-08-13T22:47:51,salesforce_accounts,2025-10-12T04:56:38.677936,16c6d21b-f9b8-4167-8569-952e1ceea901,16c6d21b-f9b8-4167-8569-952e1ceea901
"Rodriguez, Coleman and Fletcher",Prospect,Technology,38810408,Warm,429.187.3481,http://campbell.net/,693 James Trail,New Deborah,IN,Taiwan,30642,Harper,White,2025-03-11T20:53:44,salesforce_accounts,2025-10-12T04:56:38.677936,996c187f-ea13-4832-b00f-eaed13b10475,996c187f-ea13-4832-b00f-eaed13b10475
Higgins-Powers,Customer,Retail,26187822,Hot,5480386401,https://www.robertson-rodriguez.org/,6530 Jason Squares,Angelchester,NH,Timor-Leste,23309,Alex,Johnson,2023-08-26T00:11:42,salesforce_accounts,2025-10-12T04:56:38.677936,150457b5-826f-4e66-b3e6-ac4701772703,150457b5-826f-4e66-b3e6-ac4701772703
Glover-James,Prospect,Retail,7397673,Cold,001-144-743-6526x5048,http://www.flores.com/,9352 Obrien Courts Suite 955,Anthonymouth,KY,Cambodia,63766,Drew,Martinez,2025-01-18T15:58:10,salesforce_accounts,2025-10-12T04:56:38.677936,c23e548c-a769-4303-949f-7329b13e5239,c23e548c-a769-4303-949f-7329b13e5239
Mejia Group,Prospect,Energy,12948727,Warm,299-380-0681x36244,http://www.wilson.biz/,9112 Tammy Station Suite 482,Lake Destiny,DE,Saint Pierre and Miquelon,13687,Cameron,Williams,2023-05-20T17:14:13,salesforce_accounts,2025-10-12T04:56:38.677936,6bb24388-262d-4710-9e51-5cccb8a4ff81,6bb24388-262d-4710-9e51-5cccb8a4ff81
"Savage, George and Tran",Prospect,Education,21023385,Hot,179-728-1581x9099,http://davenport.com/,524 Taylor Pike,New Christinefort,NC,Somalia,82659,Parker,Martinez,2021-09-11T06:18:09,salesforce_accounts,2025-10-12T04:56:38.677936,08187054-8881-4ba4-9878-6df22614c88a,08187054-8881-4ba4-9878-6df22614c88a
Jarvis Ltd,Customer,Energy,6502296,Hot,(359)178-5895x67192,https://www.anderson.com/,5235 Pamela Garden Suite 596,South Amanda,ME,Kuwait,97067,Rowan,Brown,2025-10-10T11:20:03,salesforce_accounts,2025-10-12T04:56:38.677936,ce67453d-8b02-4515-a125-1bb29626b0bd,ce67453d-8b02-4515-a125-1bb29626b0bd
Turner Ltd,Vendor,Education,40864615,Warm,(996)036-8015,http://www.maldonado.com/,789 Miles Brook,West Lisa,CO,Uruguay,96947,Devin,Jackson,2024-02-22T21:33:34,salesforce_accounts,2025-10-12T04:56:38.677936,3936a83c-c365-465b-9025-7184aebc3ecb,3936a83c-c365-465b-9025-7184aebc3ecb
"Lawrence, Reed and Freeman",Prospect,Healthcare,19052983,Warm,+1-712-942-2596x655,https://www.johnston.com/,345 Miller Mountain Suite 597,Port Frankville,AK,Guam,24358,Devin,Taylor,2024-03-21T09:43:50,salesforce_accounts,2025-10-12T04:56:38.677936,5db5e430-66c8-482a-a4a2-035a7a7445b0,5db5e430-66c8-482a-a4a2-035a7a7445b0
Armstrong and Sons,Partner,Healthcare,42038255,Hot,562-056-7196x93213,https://bradshaw-smith.biz/,14272 Cameron Ports,Lake Sandrahaven,WA,Netherlands Antilles,55200,Elliot,Wilson,2021-05-20T19:10:14,salesforce_accounts,2025-10-12T04:56:38.677936,9f1eb2ce-80ce-44b9-9c49-d9fdcba8055e,9f1eb2ce-80ce-44b9-9c49-d9fdcba8055e
Welch-Patterson,Customer,Finance,42427728,Cold,+1-634-211-5830x5639,http://www.johnson-watson.org/,42801 Wood Park,Griffithchester,MT,Croatia,35334,Jamie,Rodriguez,2021-10-30T11:23:49,salesforce_accounts,2025-10-12T04:56:38.677936,1cd9170e-607b-4985-a14c-afdbae5b0bfd,1cd9170e-607b-4985-a14c-afdbae5b0bfd
Wright-Johnson,Prospect,Energy,11218361,Cold,+1-290-744-9915x580,https://thompson.com/,43724 Michael Throughway Suite 585,Smithmouth,MI,New Zealand,96541,Harper,White,2025-07-17T16:09:27,salesforce_accounts,2025-10-12T04:56:38.677936,c9c2939f-c24b-4732-953e-0eb61b63da10,c9c2939f-c24b-4732-953e-0eb61b63da10
"Clark, Gordon and Mathews",Prospect,Technology,24745082,Cold,+1-005-469-9147x2816,http://www.robinson.net/,46214 Craig Stream Suite 755,Franklinland,LA,American Samoa,94987,Jamie,Jones,2024-02-28T02:29:19,salesforce_accounts,2025-10-12T04:56:38.677936,8b96cfd2-688a-42e5-bd56-33990d631bee,8b96cfd2-688a-42e5-bd56-33990d631bee
"Lewis, Leach and Taylor",Partner,Energy,22771555,Hot,(946)411-5021,http://bell-wong.biz/,4414 Kimberly Glens,Colemanfurt,MN,New Zealand,81590,Quinn,Martinez,2024-01-28T19:44:02,salesforce_accounts,2025-10-12T04:56:38.677936,542299c8-74e1-4e72-bc96-69150fcf7074,542299c8-74e1-4e72-bc96-69150fcf7074
"Santana, Patterson and Henry",Vendor,Technology,39932241,Warm,(567)433-2708,http://www.romero-white.com/,9513 Justin Bridge Apt. 179,South Michaelfurt,IL,Saint Martin,42563,Rowan,Williams,2024-05-06T17:26:59,salesforce_accounts,2025-10-12T04:56:38.677936,b0ed5ee9-9546-43b2-b922-933b9fed8128,b0ed5ee9-9546-43b2-b922-933b9fed8128
Sanders Inc,Vendor,Retail,43940658,Hot,(932)467-8813x151,http://chavez.com/,737 James Lane,Lake Kaitlyn,CT,Singapore,53897,Harper,Thompson,2021-12-23T19:58:26,salesforce_accounts,2025-10-12T04:56:38.677936,6db108a4-2f53-4a5e-ba72-8ce3b76860a7,6db108a4-2f53-4a5e-ba72-8ce3b76860a7
Maldonado-Gutierrez,Vendor,Energy,32386947,Warm,(178)363-9931x165,https://www.smith.com/,1592 Vanessa Stream,West Mark,AR,Belize,14786,Alex,Jones,2023-01-09T10:04:02,salesforce_accounts,2025-10-12T04:56:38.677936,4f9bf1ec-bab4-492d-81c2-d26ed6517851,4f9bf1ec-bab4-492d-81c2-d26ed6517851
Elliott-Ward,Prospect,Retail,8502619,Cold,(192)288-8731x2518,http://bentley-prince.com/,10977 Miller Crossroad,North David,FL,Turks and Caicos Islands,37447,Parker,Anderson,2021-03-14T15:11:45,salesforce_accounts,2025-10-12T04:56:38.677936,97300cf8-783f-45c1-9474-553934b431b3,97300cf8-783f-45c1-9474-553934b431b3
"Ford, Daniels and Jones",Prospect,Healthcare,49032681,Cold,895.415.3061x28778,https://www.lawson.com/,4564 Rachel Squares Apt. 374,North Tyler,NC,Macedonia,85663,Sam,Wilson,2021-05-09T14:00:37,salesforce_accounts,2025-10-12T04:56:38.677936,c2247265-9d60-410f-9f9f-b02d8897120f,c2247265-9d60-410f-9f9f-b02d8897120f
Bowers Ltd,Prospect,Healthcare,8167857,Warm,7692584752,http://hudson-sanders.com/,8516 Joseph Stravenue,South William,HI,Seychelles,67573,Parker,Taylor,2021-08-15T20:35:37,salesforce_accounts,2025-10-12T04:56:38.677936,c2a0f423-d9e0-41d8-bf09-1b4e2468404c,c2a0f423-d9e0-41d8-bf09-1b4e2468404c
Nichols-Fitzpatrick,Customer,Finance,4928690,Warm,5391022737,http://www.mathews.info/,0600 Stacie Prairie,Edwardsport,PA,Niger,38741,Riley,Jones,2024-08-05T12:04:40,salesforce_accounts,2025-10-12T04:56:38.677936,b673f903-7a49-4242-a781-63d4e687585e,b673f903-7a49-4242-a781-63d4e687585e
Stone Ltd,Partner,Energy,39493865,Hot,1910917078,https://brown-bates.org/,85227 Dawn Glen Suite 630,South Blake,FL,France,4829,Skyler,White,2023-01-24T12:03:43,salesforce_accounts,2025-10-12T04:56:38.677936,94df7f38-d03a-4a88-bf16-c779fac9b532,94df7f38-d03a-4a88-bf16-c779fac9b532
"Cunningham, Evans and Kelly",Prospect,Retail,9389782,Cold,7025635969,http://bush.net/,8965 Salazar Ridges,Edwardbury,SC,Netherlands,34785,Casey,Williams,2020-01-09T02:18:18,salesforce_accounts,2025-10-12T04:56:38.677936,30819a06-abbb-4fb8-9463-aa17957a9c12,30819a06-abbb-4fb8-9463-aa17957a9c12
Dean-Brown,Partner,Technology,36936209,Hot,2271330916,http://smith-martin.com/,756 Robinson Rue,Powellview,MS,Belize,97255,Elliot,Wilson,2020-07-10T13:58:58,salesforce_accounts,2025-10-12T04:56:38.677936,b0ff82ba-5e46-4d90-a204-0680bcab7f65,b0ff82ba-5e46-4d90-a204-0680bcab7f65
"Mitchell, Harris and Oliver",Partner,Healthcare,4196176,Hot,402.091.4364x534,http://riddle.net/,33956 Erika Common Apt. 900,North Victoriafort,HI,Mauritania,25074,Devin,Jackson,2023-03-17T20:33:54,salesforce_accounts,2025-10-12T04:56:38.677936,9bd4f080-4574-4800-b8de-324f4e499f00,9bd4f080-4574-4800-b8de-324f4e499f00
